Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
63908222,Tajemnica Lost Lake,Jacqueline  West,"West, Jacqueline",Maria Jaszczurowska,"=""""","=""9788308080467""",0,4.15,Wydawnictwo Literackie,Paperback,256,2023,2021,,2023/01/01,to-read-with-kids,to-read-with-kids (#23),to-read-with-kids,,,,0,0
57632599,Twoja misja. Leonardo da Vinci,Emmanuelle Lepetit,"Lepetit, Emmanuelle","Arnaud Demaegd, Jowita Maksymowicz-Hamann","=""8366750817""","=""9788366750814""",0,3.44,Mamania,Paperback,132,2021,,,2023/01/01,to-read-with-kids,to-read-with-kids (#22),to-read-with-kids,,,,0,0
22796395,"Sztuka życia według stoików. Jak żyć mądrze, dobrze i szczęśliwie",Piotr Stankiewicz,"Stankiewicz, Piotr",,"=""8328009056""","=""9788328009059""",5,4.30,Wydawnictwo W.A.B.,Paperback,528,2014,2014,2022/12/16,2022/12/11,"bought-in-2022, home-library","bought-in-2022 (#34), home-library (#200)",read,,,,1,0
29540876,"Winterhouse (Winterhouse, #1)",Ben Guterson,"Guterson, Ben",Chloe Bristol,"=""""","=""""",5,3.94,Henry Holt and Co. (BYR),Kindle Edition,384,2018,2018,2022/12/18,2022/10/28,"bought-in-2022, home-library","bought-in-2022 (#33), home-library (#199)",read,,,,1,0
41148093,13-piętrowy domek na drzewie,Griffiths Andy,"Andy, Griffiths",,"=""8310128509""","=""9788310128508""",0,4.05,Nasza Księgarnia,Paperback,256,2015,2011,2022/12/26,2022/10/28,"bought-in-2022, home-library","bought-in-2022 (#32), home-library (#197)",read,,,,1,0
45418041,"Skarb Troi (Tajemniczy Tunel, #1)",Olaf Fritsche,"Fritsche, Olaf","Anna Wziątek, Barbara Korthues","=""8327157388""","=""9788327157386""",0,3.12,Wydawnictwo Dolnośląskie,Paperback,191,2007,2007,,2022/11/20,"to-read-with-kids, bought-in-2022, home-library","to-read-with-kids (#18), bought-in-2022 (#30), home-library (#195)",to-read-with-kids,,,,0,0
63143789,Mężczyzna imieniem Ove,Fredrik Backman,"Backman, Fredrik",Alicja Roseneau,"=""8367406710""","=""9788367406710""",5,4.38,Marginesy,Paperback,352,2022,2012,2022/12/30,2022/12/22,,,read,Backman - mistrz przywracania wiary w małe społeczności i ludzi wokół.,,,1,0
6473490,"Złodziej pioruna (Percy Jackson i Bogowie Olimpijscy, #1)",Rick Riordan,"Riordan, Rick",,"=""8392579682""","=""9788392579687""",0,4.31,Galeria Książki,Paperback,360,2009,2005,,2022/12/22,to-read-with-kids,to-read-with-kids (#21),to-read-with-kids,,,,0,0
58414442,"Pozwól, że ci opowiem... bajki, które nauczyły mnie, jak żyć",Jorge Bucay,"Bucay, Jorge",,"=""""","=""9788382021707""",0,4.09,Zysk i S-ka,Hardcover,328,2021,,,2022/12/22,to-read-with-kids,to-read-with-kids (#20),to-read-with-kids,,,,0,0
60575755,Oberża na pustkowiu,Daphne du Maurier,"Maurier, Daphne du",Wacława Komornicka,"=""8382159044""","=""9788382159042""",4,3.89,Albatros,Hardcover,336,2022,1936,2022/12/19,2022/12/16,,,read,,,,1,0
56389419,Przygoda w Greenglass House,Kate Milford,"Milford, Kate",Anna Anita Wicha,"=""8381410843""","=""9788381410847""",0,4.02,Dwukropek,Hardcover,376,2019,2014,,2022/12/19,to-read-with-kids,to-read-with-kids (#19),to-read-with-kids,,,,0,0
62341390,Galatea,Madeline Miller,"Miller, Madeline",Anna Esden-Tempska,"=""8367426371""","=""9788367426374""",4,3.93,Albatros,Hardcover,72,2022,2013,2022/12/16,2022/11/15,,,read,,,,1,0
34146199,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Maciej Płaza, Lynd Ward","=""8377312603""","=""9788377312605""",4,3.87,Vesper,Hardcover,352,2017,1818,2022/12/05,2022/11/16,,,read,,,,1,0
6586472,"Ostatnia bitwa (Opowieści z Narnii, #7)",C.S. Lewis,"Lewis, C.S.","Pauline Baynes, Andrzej Polkowski","=""8372781869""","=""9788372781864""",2,4.01,Media Rodzina,Paperback,195,2008,1956,2022/12/03,2022/10/28,"bought-in-2022, home-library","bought-in-2022 (#17), home-library (#155)",read,,,,1,0
11358707,"Siostrzeniec czarodzieja (Opowieści z Narnii, #6)",C.S. Lewis,"Lewis, C.S.","Pauline Baynes, Andrzej Polkowski","=""8372781850""","=""9788372781857""",4,4.05,Media rodzina,Paperback,202,2008,1955,2022/11/26,2022/10/28,"bought-in-2022, home-library","bought-in-2022 (#21), home-library (#151)",read,,,,1,0
57139226,Rebeka,Daphne du Maurier,"Maurier, Daphne du",Eleonora Romanowicz-Podoska,"=""8382153860""","=""9788382153866""",4,4.24,Albatros,Hardcover,448,2021,1938,2022/11/25,2022/11/14,,,read,,,,1,0
7443697,"Czerwone krzesło (Magiczne Drzewo, #1)",Andrzej Maleszka,"Maleszka, Andrzej",,"=""832401165X""","=""9788324011650""",4,3.49,Społeczny Instytut Wydawniczy Znak,Hardcover,240,2009,2009,2022/11/16,2022/10/28,,,read,"Syn 9l nie mógł iść spać zanim nie donczyl pierwszego tomu. Ja czytałam na głos młodszemu.  Zdania są krótkie, akcja wartka - idealna na poczatki samodzielnego czytania dluzszych ksiazek. Przygody są tak absurdalne, ze dorosly co chwila przewraca oczami, ale to no coz, nie jest to książka dla dorosłych;)",,,1,0
48647734,Porozmawiajmy o śmierci przy kolacji,Michael Hebb,"Hebb, Michael",Magdalena Koziej,"=""8381691656""","=""9788381691659""",0,4.00,Prószyński i S-ka,Hardcover,312,2019,2018,,2022/11/15,to-read,to-read (#65),to-read,,,,0,0
61401757,Miasto w chmurach,Anthony Doerr,"Doerr, Anthony",Jerzy Kozłowski,"=""8367324749""","=""9788367324748""",5,4.26,Wydawnictwo Poznańskie,Hardcover,640,2022,2021,2022/11/14,2022/10/27,"bought-in-2022, home-library","bought-in-2022 (#14), home-library (#149)",read,"Długo ja czytałam, zostawiałam i wracałam, ale ostatecznie dobrnelam i jest to zdecydowanie nietuzinkowa książka. Wszytko się ostatecznie pięknie łączy, wytwalosc czytelnika podczas poznawania tych historii zostaję nagrodzona. Niemal do samego końca nie wierzyłam że dam aż 5 gwiazdek, a tu prosze",,,1,0
8854084,"Koń i jego chłopiec (Opowieści z Narnii, #5)",C.S. Lewis,"Lewis, C.S.","Pauline Baynes, Andrzej Polkowski","=""8372781842""","=""9788372782854""",4,3.91,Media Rodzina,Paperback,216,2008,1954,2022/11/14,2022/10/28,"bought-in-2022, home-library","bought-in-2022 (#20), home-library (#152)",read,,,,1,0
61249719,Baśniowa opowieść,Stephen King,"King, Stephen","Gabriel Rodríguez, Nicolas Delort, Janusz Ochab","=""8367338170""","=""9788367338172""",4,4.12,Albatros,Hardcover,704,2022,2022,2022/11/12,2022/11/09,,,read,,,,1,0
52490685,Księga Ludensona,Zofia Stanecka,"Stanecka, Zofia",Marianna Oklejak,"=""8328000717""","=""9788328000711""",0,3.77,Wilga,Hardcover,274,2013,2013,,2022/11/10,to-read-with-kids,to-read-with-kids (#17),to-read-with-kids,,,,0,0
60423626,Życie Violette,Valérie Perrin,"Perrin, Valérie",Wojciech Gilewski,"=""8382153763""","=""9788382153767""",3,4.28,Albatros,Hardcover,480,2022,2018,2022/11/09,2022/11/06,,,read,,,,1,0
52416354,Gniew,Tomasz S. Markiewka,"Markiewka, Tomasz S.",,"=""8381910161""","=""9788381910163""",0,4.13,Czarne,Paperback,216,2020,2020,2021/10/02,2022/11/06,,,read,,,,1,0
61035795,Apartament,Izabela Janiszewska,"Janiszewska, Izabela",,"=""836732403X""","=""9788367324038""",4,3.52,Czwarta Strona,Paperback,360,2022,2022,2022/11/05,2022/11/04,,,read,,,,1,0
8854134,"Srebrne krzesło (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",,"=""8372782563""","=""9788372782564""",5,3.95,Media Rodzina,Paperback,234,2007,1953,2022/11/05,2022/10/25,"bought-in-2022, home-library","bought-in-2022 (#16), home-library (#147)",read,,,,1,0
50079340,Kiedy wybuchnie wojna? 1938. Studium kryzysu,Piotr M. Majewski,"Majewski, Piotr M.",,"=""8366232417""","=""9788366232419""",5,4.73,Wydawnictwo Krytyki Politycznej,Hardcover,576,2019,2019,2022/11/04,2022/07/23,home-library,home-library (#148),read,,,,1,0
15735319,Czarnoksiężnik z Krainy Oz,L. Frank Baum,"Baum, L. Frank",Paweł Łopatka,"=""8374353910""","=""9788374353915""",0,4.00,Wydawnictwo Zielona Sowa,Hardcover,136,,1900,,2022/11/01,"to-buy, to-read-with-kids","to-buy (#7), to-read-with-kids (#16)",to-read-with-kids,,,,0,0
17699395,"Siła nawyku. Dlaczego robimy to, co robimy i jak można to zmienić w życiu i biznesie",Charles Duhigg,"Duhigg, Charles",Małgorzata Guzowska,"=""8377052709""","=""9788377052709""",4,4.13,Dom Wydawniczy PWN,Paperback,424,2013,2012,2017/01/01,2022/08/04,,,read,,,,1,0
31408496,Getting Things Programmed. Droga do efektywności,Michał Bartyzel,"Bartyzel, Michał",,"=""8324688897""","=""9788324688890""",0,3.83,One Press,Paperback,184,2016,,2019/01/01,2022/07/21,,,read,,,,1,0
26039577,13 pięter,Filip Springer,"Springer, Filip",,"=""8380491297""","=""9788380491298""",0,4.34,Czarne,Hardcover,288,2015,2015,,2022/07/21,"waiting-to-be-read, home-library","waiting-to-be-read (#1), home-library (#193)",waiting-to-be-read,,,,0,0
6564095,Katarynka,Bolesław Prus,"Prus, Bolesław",,"=""8373272674""","=""9788373272675""",0,2.98,Greg,Paperback,32,2007,1881,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#3), home-library (#190)",waiting-to-be-read,,,,0,0
5230402,Rzeźnia numer pięć,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Lech Jęczmyk,"=""8372984166""","=""9788372984166""",0,4.10,Zysk i S-ka,Paperback,190,2008,1969,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#4), home-library (#188)",waiting-to-be-read,,,,0,0
8062813,"Bóg Imperator Diuny (Kroniki Diuny, #4)",Frank Herbert,"Herbert, Frank","Marek Michowski, Wojciech Siudmiak","=""8373018468""","=""9788373018464""",0,3.88,Dom Wydawniczy Rebis,Hardcover,490,2009,1981,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#5), home-library (#187)",waiting-to-be-read,,,,0,0
8062814,"Heretycy Diuny (Kroniki Diuny, #5)",Frank Herbert,"Herbert, Frank","Marek Michowski, Wojciech Siudmiak","=""8373018476""","=""9788373018471""",0,3.87,Dom Wydawniczy Rebis,Hardcover,558,2009,1984,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#6), home-library (#186)",waiting-to-be-read,,,,0,0
7466259,"Diuna: Kapitularz (Kroniki Diuny, #6)",Frank Herbert,"Herbert, Frank",Maria Ryś,"=""8385432108""","=""9788385432104""",0,3.90,Phantom Press,Paperback,496,1993,1985,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#7), home-library (#185)",waiting-to-be-read,,,,0,0
25186814,Do dziś liczymy zabitych. Nieznana wojna w Sri Lance,Frances Harrison,"Harrison, Frances",Hanna Pustuła-Lewicka,"=""8380490452""","=""9788380490451""",0,4.30,Czarne,Hardcover,328,2015,2012,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#8), home-library (#181)",waiting-to-be-read,,,,0,0
48728363,Ciało. Instrukcja dla użytkownika,Bill Bryson,"Bryson, Bill",Aleksander Wojciechowski,"=""8381167884""","=""9788381167888""",0,4.32,Zysk i  S-ka,Hardcover,450,2019,2019,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#9), home-library (#179)",waiting-to-be-read,,,,0,0
5956535,Opowieści o pilocie Pirxie,Stanisław Lem,"Lem, Stanisław","Jerzy Jarzębski, Wojciech Orliński, Anna Żebrowska, Sergei Lukyanenko","=""8375524050""","=""9788375524055""",0,4.10,Agora SA,Hardcover,384,2008,1961,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#11), home-library (#178)",waiting-to-be-read,,,,0,0
55274694,"Powiedziała. Śledztwo, które zdemaskowało Harveya Weinsteina i zapoczątkowało ruch #MeToo",Jodi Kantor,"Kantor, Jodi","Megan Twohey, Paulina Surniak, Adrian Stachowski","=""8366570711""","=""9788366570719""",0,4.35,Wydawnictwo Poznańskie,Paperback,432,2020,2019,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#12), home-library (#177)",waiting-to-be-read,,,,0,0
33148845,Burza. Czarci pomiot,Margaret Atwood,"Atwood, Margaret",Łukasz Witczak,"=""832715575X""","=""9788327155757""",0,3.81,Wydawnictwo Dolnośląskie,Hardcover,328,2016,2016,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#13), home-library (#176)",waiting-to-be-read,,,,0,0
30982704,Nadia więzień Putina,Nadiya Savchenko,"Savchenko, Nadiya",,"=""8365157063""","=""9788365157065""",0,3.41,Od deski do deski,Paperback,358,2016,,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#14), home-library (#175)",waiting-to-be-read,,,,0,0
30415039,Lustro o północy. Śladami wielkiego Treku,Adam Hochschild,"Hochschild, Adam",Hanna Jankowska,"=""8380493273""","=""9788380493278""",0,4.03,Czarne,Hardcover,352,2016,1990,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#15), home-library (#173)",waiting-to-be-read,,,,0,0
23477951,Siedem dobrych lat,Etgar Keret,"Keret, Etgar","Agnieszka Maciejowska, Maja Lavergne","=""8328014211""","=""9788328014213""",0,4.16,Wydawnictwo W.A.B.,Paperback,176,2014,2013,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#16), home-library (#172)",waiting-to-be-read,,,,0,0
6430768,Tęskniąc za Kissingerem,Etgar Keret,"Keret, Etgar",Agnieszka Maciejowska,"=""8374145021""","=""9788374145022""",0,4.02,Wydawnictwo W.A.B.,Paperback,180,2008,1994,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#17), home-library (#171)",waiting-to-be-read,,,,0,0
7432185,Cena odwagi. Życie i śmierć mojego dzielnego męża Danny Pearla,Mariane Pearl,"Pearl, Mariane",Sarah Crichton,"=""8360652155""","=""9788360652152""",0,4.07,Studio Emka,Paperback,254,2007,2003,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#18), home-library (#170)",waiting-to-be-read,,,,0,0
27560852,"My, ludzie z marca. Autoportret pokolenia '68",Piotr Osęka,"Osęka, Piotr",,"=""837536875X""","=""9788375368758""",0,3.56,Czarne,ebook,368,2015,2015,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#19), home-library (#169)",waiting-to-be-read,,,,0,0
13487323,Człowiek w poszukiwaniu sensu. Głos nadziei z otchłani Holokaustu,Viktor E. Frankl,"Frankl, Viktor E.",Aleksandra Wolnicka,"=""8375540765""","=""9788375540765""",0,4.37,Czarna Owca,Paperback,224,2011,1959,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#20), home-library (#166)",waiting-to-be-read,,,,0,0
6363942,"Obfite piersi, pełne biodra",Mo Yan,"Yan, Mo",Katarzyna Kulpa,"=""8374142812""","=""9788374142816""",0,3.83,Wydawnictwo W.A.B.,Paperback,644,2007,1996,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#21), home-library (#165)",waiting-to-be-read,,,,0,0
36316835,The Volunteer: The True Story of the Resistance Hero who Infiltrated Auschwitz,Jack Fairweather,"Fairweather, Jack",,"=""0753545160""","=""9780753545164""",0,4.33,WH Allen,Hardcover,400,2019,2019,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#22), home-library (#164)",waiting-to-be-read,,,,0,0
3488153,Pięć lat Kacetu,Stanisław Grzesiuk,"Grzesiuk, Stanisław",,"=""""","=""""",0,4.44,,Paperback,421,1985,1958,,2022/07/28,"waiting-to-be-read, home-library","waiting-to-be-read (#23), home-library (#163)",waiting-to-be-read,,,,0,0
6404798,Mini wykłady o maxi sprawach. Trzy serie,Leszek Kołakowski,"Kołakowski, Leszek",,"=""8324003789""","=""9788324003778""",0,3.89,Znak,Hardcover,312,2005,1981,,2022/07/23,"waiting-to-be-read, home-library","waiting-to-be-read (#25), home-library (#162)",waiting-to-be-read,,,,0,0
7649719,Dziwny przypadek psa nocną porą,Mark Haddon,"Haddon, Mark",Małgorzata Grabowska,"=""8373119493""","=""9788373119499""",0,3.89,Świat Książki,Hardcover,224,2004,2003,,2022/07/08,"waiting-to-be-read, bought-in-2022, home-library","waiting-to-be-read (#24), bought-in-2022 (#23), home-library (#161)",waiting-to-be-read,,,,0,0
5261961,"Kongres futurologiczny. Opowiadania Ijona Tichego (Stanisław Lem. Dzieła, #2)",Stanisław Lem,"Lem, Stanisław","Edmund Wnuk-Lipiński, Wojciech Orliński, Jerzy Jarzębski","=""8375524026""","=""9788375524024""",0,4.19,Agora SA,Hardcover,216,2008,1971,,2022/07/23,"waiting-to-be-read, bought-in-2022, home-library","waiting-to-be-read (#10), bought-in-2022 (#25), home-library (#159)",waiting-to-be-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.01,Vintage Books,Paperback,296,2000,1987,,2022/07/23,"waiting-to-be-read, bought-in-2022, home-library","waiting-to-be-read (#2), bought-in-2022 (#26), home-library (#158)",waiting-to-be-read,,,,0,0
53015018,Małe Licho i anioł z kamienia,Marta Kisiel,"Kisiel, Marta",Paulina Wyrt,"=""8328067277""","=""9788328067271""",0,4.36,Wilga,Hardcover,304,2019,2019,,2022/07/23,"to-read-with-kids, home-library","to-read-with-kids (#2), home-library (#156)",to-read-with-kids,,,,0,0
17902684,"Baśniobór. Plaga cieni (Fablehaven, #3)",Brandon Mull,"Mull, Brandon",Rafał Lisowski,"=""837747672X""","=""9788377476727""",0,4.30,Wydawnictwo W.A.B.,Paperback,464,2012,2008,,2022/10/28,"to-read-with-kids, bought-in-2022, home-library","to-read-with-kids (#4), bought-in-2022 (#18), home-library (#154)",to-read-with-kids,,,,0,0
33788762,Basniobor. Tom 2. Gwiazda Wieczorna wschodzi,Brandon Mull,"Mull, Brandon",,"=""8377475782""","=""9788377475782""",0,4.18,WAB,Hardcover,416,2011,2007,,2022/10/28,"to-read-with-kids, bought-in-2022, home-library","to-read-with-kids (#3), bought-in-2022 (#19), home-library (#153)",to-read-with-kids,,,,0,0
1127290,"Przykry początek (Seria Niefortunnych Zdarzeń, #1)",Lemony Snicket,"Snicket, Lemony",Jolanta Kozak,"=""8323714495""","=""9788323714491""",0,4.01,Egmont,Paperback,176,2002,1999,,2022/10/06,"to-read-with-kids, bought-in-2022, home-library","to-read-with-kids (#1), bought-in-2022 (#22), home-library (#150)",to-read-with-kids,,,,0,0
30345416,Duchologia polska. Rzeczy i ludzie w latach transformacji,Olga Drenda,"Drenda, Olga",,"=""""","=""9788365271129""",4,3.86,Karakter,Paperback,256,2016,2016,2022/10/31,2022/08/11,"bought-in-2022, home-library","bought-in-2022 (#15), home-library (#145)",read,,,,1,0
4564391,Paragraf 22,Joseph Heller,"Heller, Joseph",Andrzej Szulc,"=""8373591214""","=""9788373591219""",3,3.99,Albatros,Paperback,480,2003,1961,2022/10/30,2022/07/23,"bought-in-2022, home-library","bought-in-2022 (#1), home-library (#144)",read,"Dobrnęłam do końca, co wymagało nie lada wytrwałości. Generalnie książka nie jest zła, ale ilość gagów, tego samego typu trochę mnie męczyła. Książka jest groteska i przesłanie o absurdzie wojny jest jak najbardziej w punkt, ale mogła by być krótsza. Polecam w audiobooku czytana przez K. Globisza.",,,1,0
9531959,"Podróż ""Wędrowca do Świtu"" (Opowieści z Narnii, #3)",C.S. Lewis,"Lewis, C.S.","Pauline Baynes, Andrzej Polkowski","=""8385594450""","=""""",5,4.09,Media Rodzina,Paperback,248,2007,1952,2022/10/25,2022/10/13,"bought-in-2022, home-library","bought-in-2022 (#2), home-library (#143)",read,,,,1,0
54984521,Cudze słowa,Wit Szostak,"Szostak, Wit",,"=""8366178382""","=""9788366178380""",5,4.49,Powergraph,Hardcover,280,2020,2020,2022/10/23,2022/07/23,"bought-in-2022, home-library","bought-in-2022 (#3), home-library (#142)",read,,,,1,0
59471331,Filozofia dla zabieganych,Jonny Thomson,"Thomson, Jonny",Alka Konieczka,"=""8366873390""","=""9788366873391""",5,4.13,Insignis,Hardcover,512,2021,,2022/10/21,2022/07/23,"bought-in-2022, home-library","bought-in-2022 (#4), home-library (#141)",read,,,,1,0
6477950,"Książę Kaspian (Opowieści z Narnii, #2)",C.S. Lewis,"Lewis, C.S.",Andrzej Polkowski,"=""""","=""""",3,3.98,Media Rodzina,Paperback,222,2008,1951,2022/10/11,2022/08/08,"bought-in-2022, home-library","bought-in-2022 (#5), home-library (#140)",read,,,,2,0
15723008,"Baśniobór (Baśniobór, #1)",Brandon Mull,"Mull, Brandon",Rafał Lisowski,"=""8374149922""","=""9788374149921""",5,4.13,Wydawnictwo W.A.B.,Paperback,344,2011,2006,2022/10/10,2022/10/10,"bought-in-2022, home-library","bought-in-2022 (#6), home-library (#139)",read,,,,1,0
5965858,Bracia Karamazow,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Aleksander Wat,"=""8373377344""","=""9788373377349""",4,4.37,Prószyński i S-ka,Paperback,788,2002,1880,2022/10/08,2022/07/23,home-library,home-library (#138),read,,,,1,0
53217658,Biały ptak,R.J. Palacio,"Palacio, R.J.",Rafał Lisowski,"=""8381258944""","=""9788381258944""",5,4.50,Albatros,Hardcover,224,2020,2019,2022/10/08,2022/07/23,home-library,home-library (#137),read,,,,1,0
12947778,Rozprawa o metodzie,René Descartes,"Descartes, René",Tadeusz Boy-Żeleński,"=""8388524313""","=""""",4,3.72,Wydawnictwo ANTYK,Hardcover,68,2002,1637,2022/10/07,2022/07/23,home-library,home-library (#136),read,,,,1,0
61572239,Wyspa zaginionych drzew,Elif Shafak,"Shafak, Elif",Natalia Wiśniewska,"=""8367324811""","=""9788367324816""",5,4.16,Wydawnictwo Poznańskie,Hardcover,480,2022,2021,2022/10/06,2022/09/22,"bought-in-2022, home-library","bought-in-2022 (#7), home-library (#135)",read,"To moja pierwsza książka Elif Shafak i na pewno nie ostatnia. Jest w niej wszystko co lubię w książkach: różnorodność wątków, tło historyczne (inne niż IIWW) i taka nienachalna madrasc. Doskonale się ja czytało, płynęłam przez strony, choć wcale nie chciałam, żeby mi te strony tak uciekały.",,,1,0
11358681,"Lew, Czarownica i Stara Szafa (Opowieści z Narnii, #1)",C.S. Lewis,"Lewis, C.S.",,"=""837278180X""","=""9788372781802""",4,4.23,Media rodzina,Paperback,183,2005,1950,2022/10/03,2022/08/08,"bought-in-2022, home-library","bought-in-2022 (#8), home-library (#134)",read,,,,2,0
21901373,Prześniona rewolucja,Andrzej Leder,"Leder, Andrzej",,"=""8363855618""","=""9788363855611""",5,4.18,Krytyka Polityczna,Hardcover,205,2014,2014,2022/09/30,2022/07/23,home-library,home-library (#133),read,"Bardzo dobra ksiazka, ktora zdecydowanie powinna zostać przepisana z użyciem bardziej przystępnego języka.  Bez większego osadzania czy komplekow autor próbuje zrobić psychoanalizę polskiego społeczeństwa które przeszło przez koszmar lat 1939 -56 i jak ta trauma wpłynęła na Polaków w negatywny sposob, ale też jak się boimy myśleć o tym, ze w pewnym stopniu tez wielu Polaków ostatecznie na tym skorzystało i w jaki sposob. To są mega niewygodne mysli. Autor nie baczy na to co się wygodnie czyta, oczyszcza dyskusje z założeń i mitów i pisze w punkt jak te tragiczne lata na nas wpłynęły.",,,1,0
40035903,Wojna światów,H.G. Wells,"Wells, H.G.",Lesław Haliński,"=""8377312867""","=""9788377312865""",5,3.83,Vesper,Hardcover,216,2018,1898,2022/09/29,2022/09/28,home-library,home-library (#132),read,"Podobnie jak Lema nie postawiłabym na półce z SiFi tak teraz też Wellsa. Biorąc pod uwagę, że została napisana w 1897r. to wyobraźnia autora zachwyca. Największe wrażenie jednak zrobil na mnie aspekt socjologiczny i próba spojrzenia na miejsce czlowieka w świecie, naszego wpływu na naturę, pozycji jaka zajęliśmy wobec innych gatunków. Fakt kto pomógł na końcu jest doskonale dopełnia cale przesłanie.",,,1,0
6430804,Kolonie Knellera,Etgar Keret,"Keret, Etgar",Agnieszka Maciejowska,"=""8374145501""","=""9788374145503""",3,3.92,Wydawnictwo W.A.B.,Paperback,112,2009,2009,2022/09/29,2022/07/23,home-library,home-library (#131),read,,,,1,0
368405,Madame,Antoni Libera,"Libera, Antoni",Agnieszka Kołakowska,"=""1841955205""","=""9781841955209""",5,4.26,Canongate Books,Paperback,448,2022,1998,2022/09/27,2022/07/23,"borrowed, home-library","borrowed (#4), home-library (#130)",read,Wspaniała!,,,1,0
1821125,Siłaczka,Stefan Żeromski,"Żeromski, Stefan",,"=""""","=""9788379039289""",4,2.71,Ktoczyta.pl,ebook,24,2013,1895,2022/09/26,2022/09/26,home-library,home-library (#129),read,,,,1,0
38604349,Między falami,Sarah Moss,"Moss, Sarah",Paulina Surniak,"=""8379768795""","=""9788379768790""",4,3.86,Wydawnictwo Poznańskie,Hardcover,384,2018,2016,2022/09/25,2022/07/23,home-library,home-library (#128),read,,,,1,0
7862755,"Lśnienie (Lśnienie, #1)",Stephen King,"King, Stephen",Zofia Zinserling,"=""""","=""9788374696005""",4,4.27,Prószyński i S-ka,Paperback,516,2009,1977,2022/09/24,2022/07/26,home-library,home-library (#127),read,,,,1,0
39108203,Czas krwawego księżyca. Zabójstwa Indian Osagów i narodziny FBI,David Grann,"Grann, David",Piotr Grzegorzewski,"=""""","=""9788328052932""",4,4.15,W.A.B,Paperback,368,2018,2017,2022/09/20,2022/07/23,home-library,home-library (#126),read,,,,1,0
32283511,Słowik,Kristin Hannah,"Hannah, Kristin",Barbara Górecka,"=""8380313712""","=""9788380313712""",4,4.62,Świat Książki,Paperback,560,2016,2015,2022/09/12,2022/07/23,home-library,home-library (#125),read,,,,1,0
11795856,Wehikuł czasu,H.G. Wells,"Wells, H.G.",Feliks Wermiński,"=""8304019493""","=""""",4,3.89,Zakład Narodowy im. Ossolińskich,,157,1985,1895,2022/09/09,2022/09/09,"bought-in-2022, home-library","bought-in-2022 (#9), home-library (#124)",read,,,,1,0
4389281,Kocia kołyska,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut","Lech Jęczmyk, Janusz Jęczmyk","=""8389651637""","=""9788389651631""",4,4.16,Mediasat Poland,Hardcover,194,2004,1963,2022/08/28,2022/07/23,home-library,home-library (#123),read,,,,1,0
9657062,Duma i uprzedzenie,Jane Austen,"Austen, Jane",Magdalena Gawlik-Małkowska,"=""8376480758""","=""9788376480756""",4,4.29,Prószyński i S-ka,Paperback,304,2006,1813,2022/08/26,2022/07/23,home-library,home-library (#122),read,,,,1,0
18739277,Dziewięć żywotów. Na tropie świętości we współczesnych Indiach,William Dalrymple,"Dalrymple, William",Saba Litwińska,"=""8375363723""","=""9788375363722""",4,4.06,Czarne,Paperback,304,2012,2009,2022/08/25,2022/07/23,home-library,home-library (#121),read,,,,1,0
6477972,Lot nad kukułczym gniazdem,Ken Kesey,"Kesey, Ken",Tomasz Mirkowicz,"=""8373593810""","=""9788373593817""",4,4.20,Albatros,Paperback,368,2005,1962,2022/08/18,2022/07/23,"bought-in-2022, home-library","bought-in-2022 (#10), home-library (#120)",read,,,,1,0
