Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35108164,Nocne czuwanie,Sarah Moss,"Moss, Sarah",Paulina Surniak,"=""8379766768""","=""9788379766765""",5,3.90,Czwarta Strona,Hardcover,488,2017,2011,2022/08/17,2022/07/23,home-library,home-library (#119),read,,,,1,0
1904852,Faraon,Bolesław Prus,"Prus, Bolesław",,"=""8373897666""","=""""",4,3.83,Zielona Sowa,Paperback,448,2007,1895,2022/08/15,2022/07/23,home-library,home-library (#118),read,,,,1,0
54858610,Ludowa historia Polski,Adam Leszczyński,"Leszczyński, Adam",,"=""8328083477""","=""9788328083479""",5,4.22,Wydawnictwo W.A.B.,Hardcover,672,2020,2020,2022/08/11,2022/07/21,home-library,home-library (#117),read,"Całe życie myślałam, że historia jest nudna i nie dla mnie. Dzięki takim książkom, które pokazują sytuację ludzi a nie daty przemarszu wojsk, człowiek odkrywa, że historia może być niesamowicie ciekawa. Wspaniale napisana, zachęca do dalszego zagłębiania się w historie.",,,1,0
5965990,Folwark zwierzęcy,George Orwell,"Orwell, George",,"=""8370013155""","=""9788370013158""",5,3.99,Alfa,Paperback,128,1988,1945,2022/07/27,2022/07/26,home-library,home-library (#115),read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",5,4.36,Sceptre,Hardcover,342,2018,2018,2022/07/26,2022/07/03,home-library,home-library (#114),read,,,,1,0
7670638,To nie jest kraj dla starych ludzi,Cormac McCarthy,"McCarthy, Cormac",Robert Bryk,"=""8374696435""","=""9788374696432""",5,4.15,Prószyński i S-ka,Paperback,238,2008,2005,2022/07/25,2022/07/23,home-library,home-library (#113),read,,,,1,0
42181638,Niemieccy słuchacze! Przemówienia radiowe z lat 1940–1945,Thomas Mann,"Mann, Thomas","Małgorzata Łukasiewicz, Michał Głowiński","=""8365588617""","=""9788365588616""",5,4.06,Ossolineum,Paperback,232,2018,1942,2022/07/24,2022/07/03,home-library,home-library (#112),read,,,,1,0
36251441,Manaraga,Vladimir Sorokin,"Sorokin, Vladimir",Libor Dvořák,"=""""","=""""",3,3.44,Pistorius & Olšanská,Paperback,168,2017,2017,2022/07/23,2022/07/20,"bought-in-2022, home-library","bought-in-2022 (#11), home-library (#111)",read,,,,1,0
52269471,Mindf*ck: Cambridge Analytica and the Plot to Break America,Christopher Wylie,"Wylie, Christopher",,"=""1984854631""","=""9781984854636""",4,4.37,Random House,Hardcover,288,2019,2019,2022/07/21,2022/07/13,home-library,home-library (#110),read,,,,1,0
3244048,Mały Książę,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Halina Szwykowska,"=""""","=""9788374952750""",4,4.32,Muza,hardcover,94,2007,1943,2022/07/19,2022/07/19,home-library,home-library (#109),read,,,,1,0
57109107,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222355""","=""9780735222359""",5,4.23,Viking,Hardcover,576,2021,2021,2022/07/18,2022/07/07,"bought-in-2022, home-library","bought-in-2022 (#12), home-library (#108)",read,,,,1,0
53460804,Mur duchów,Sarah Moss,"Moss, Sarah",Paulina Surniak,"=""8366553884""","=""9788366553880""",4,3.74,Wydawnictwo Poznańskie,Paperback,160,2020,2018,2022/07/13,2022/07/21,home-library,home-library (#107),read,,,,1,0
6132002,Nieznośna lekkość bytu,Milan Kundera,"Kundera, Milan",,"=""""","=""9788306030884""",5,4.11,Państwowy Instytut Wydawniczy,Paperback,236,2007,1984,2022/07/05,2022/07/03,"bought-in-2022, home-library","bought-in-2022 (#28), home-library (#106)",read,,,,1,0
54542825,Maria Skłodowska-Curie: Światło w ciemności,Frances Andreasen Østerfelt,"Østerfelt, Frances Andreasen","Anja C. Andersen, Anna Błaszczyk, Bogusława Sochańska","=""8380088549""","=""9788380088542""",5,4.16,Media Rodzina,Paperback,136,2020,2018,2022/07/01,2022/07/03,"bought-in-2022, home-library","bought-in-2022 (#13), home-library (#105)",read,,,,1,0
6055162,Prawiek i inne czasy,Olga Tokarczuk,"Tokarczuk, Olga",,"=""8387021571""","=""9788387021573""",5,4.27,Wydawnictwo W.A.B.,Hardcover,265,1998,1996,2022/06/28,2022/07/04,home-library,home-library (#104),read,,,,1,0
29359989,Euforia,Lily King,"King, Lily",,"=""8416420181""","=""9788416420186""",4,3.86,Malpaso,Hardcover,266,2016,2014,2022/06/27,2022/07/03,home-library,home-library (#103),read,,,,1,0
55668680,We’re all virgins: A short guide on how to unbroke what’s broken,Daniel Radecki,"Radecki, Daniel",,"=""""","=""9798678610072""",0,5.00,Amazon,Paperback,324,2020,,2021/09/05,2022/10/03,home-library,home-library (#102),read,,,,1,0
54210090,Fundamentalnie. Tak fizyka kwantowa i fizyka cząstek elementarnych wyjaśnia wszystko (oprócz grawitacji),Tim James,"James, Tim",Tomasz Krzysztoń,"=""8381693128""","=""9788381693127""",4,4.32,Prószyński i S-ka,Hardcover,232,2020,2019,2021/08/01,2022/07/21,"borrowed, home-library","borrowed (#3), home-library (#101)",read,,,,1,0
41703216,Małe Licho i tajemnica Niebożątka,Marta Kisiel,"Kisiel, Marta",Paulina Wyrt,"=""8328052210""","=""9788328052215""",0,4.13,Wilga,Hardcover,206,2018,2018,2021/07/04,2022/07/23,home-library,home-library (#100),read,,,,1,0
35827144,"Więźniowie geografii, czyli wszystko, co chciałbyś wiedzieć o globalnej polityce",Tim  Marshall,"Marshall, Tim",Filip Filipowski,"=""8365676834""","=""9788365676832""",5,4.20,Wydawnictwo Zysk i S-ka,Paperback,376,2017,2015,2021/05/04,2022/07/23,"borrowed, home-library","borrowed (#2), home-library (#99)",read,,,,1,0
52968729,Tippi i ja,Sarah Crossan,"Crossan, Sarah",Małgorzata Glasenapp,"=""8381500303""","=""9788381500302""",4,4.16,Dwie Siostry,Paperback,448,2019,2015,2021/05/02,2022/07/23,home-library,home-library (#98),read,,,,1,0
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,"=""1401207928""","=""9781401207922""",4,4.26,Vertigo,Hardcover,296,2005,1990,2021/02/01,2022/07/07,home-library,home-library (#97),read,,,,1,0
18075457,Grona gniewu,John Steinbeck,"Steinbeck, John",Alfred Liebfeld,"=""""","=""9788378392163""",5,4.01,Prószyński i S-ka,Paperback with flaps,672,2012,1939,2021/01/01,2022/07/04,home-library,home-library (#96),read,,,,1,0
44280589,Buntowniczki. Niezwykłe życie Mary Wollstonecraft i jej córki Mary Shelley,Charlotte Gordon,"Gordon, Charlotte",Paulina Surniak,"=""8379764110""","=""9788379764112""",5,4.20,Wydawnictwo Poznańskie,Hardcover,688,2019,2015,2021/01/01,2022/07/21,home-library,home-library (#95),read,,,,1,0
20701783,W oblężeniu. Życie pod ostrzałem na sarajewskiej ulicy,Barbara Demick,"Demick, Barbara",Hanna Pustuła-Lewicka,"=""8375365327""","=""9788375365320""",4,4.27,Czarne,Paperback,248,2014,1996,2021/01/01,2022/07/21,home-library,home-library (#94),read,,,,1,0
44428005,Kołysanka z Auschwitz,Mario Escobar,"Escobar, Mario",Patrycja Zarawska,"=""8366134830""","=""9788366134836""",4,4.23,Wydawnictwo Kobiece,Hardcover,240,2019,2016,2021/01/01,2022/07/23,home-library,home-library (#93),read,,,,1,0
2359419,Dzieci z Bullerbyn,Astrid Lindgren,"Lindgren, Astrid",Hanna Czajkowska,"=""8310109806""","=""9788310109804""",4,4.33,Nasza Księgarnia,Hardcover,390,2001,1947,2021/01/01,2022/07/23,home-library,home-library (#92),read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",5,4.57,Penguin Books,Paperback,296,2003,1980,2020/12/01,2022/07/07,"borrowed, home-library","borrowed (#1), home-library (#91)",read,,,,1,0
2622884,Zły,Leopold Tyrmand,"Tyrmand, Leopold",,"=""8361297677""","=""9788361297673""",4,4.23,Wydawnictwo MG,Hardcover,760,2014,1955,2020/12/01,2022/07/21,home-library,home-library (#90),read,,,,1,0
12528882,Proces (komix),David Zane Mairowitz,"Mairowitz, David Zane","Chantal Montellier, Franz Kafka","=""""","=""9788073815387""",0,3.59,BB/art,Hardcover,127,2009,2008,2020/12/01,2022/07/21,home-library,home-library (#89),read,,,,1,0
36394474,Sendlerowa. W ukryciu,Anna Bikont,"Bikont, Anna",,"=""8380495675""","=""9788380495678""",5,4.30,Czarne,Hardcover,480,2017,2017,2020/12/01,2022/07/21,home-library,home-library (#88),read,,,,1,0
44423570,Posełki. Osiem pierwszych kobiet,Olga Wiechnik,"Wiechnik, Olga",,"=""8379760972""","=""9788379760978""",5,4.48,Wydawnictwo Poznańskie,Hardcover,488,2019,2019,2020/12/01,2022/07/04,home-library,home-library (#87),read,,,,1,0
10470252,Armagedon w retrospektywie,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut","Mark Vonnegut, Robert Sudół","=""837359843X""","=""9788373598430""",4,3.95,Albatros,Paperback,264,2010,2008,2020/11/01,2022/07/21,home-library,home-library (#86),read,,,,1,0
6120230,Droga,Cormac McCarthy,"McCarthy, Cormac",Robert Sudół,"=""8308041787""","=""9788308041789""",3,3.99,Wydawnictwo Literackie,paperback,268,2008,2006,2020/11/01,2022/07/21,home-library,home-library (#85),read,,,,1,0
526391,Notes from a Big Country,Bill Bryson,"Bryson, Bill",,"=""""","=""""",4,3.90,Black Swan,Paperback,416,1999,1998,2020/11/01,2022/07/21,home-library,home-library (#84),read,,,,1,0
51229565,Witajcie w rezerwacie. Indianin w podróży przez ziemie amerykańskich plemion,David Treuer,"Treuer, David",Maciej Świerkocki,"=""8381910021""","=""9788381910026""",3,3.90,Czarne,Hardcover,344,2020,2012,2020/11/01,2022/07/21,home-library,home-library (#83),read,,,,1,0
30167961,Serce pasowało. Opowieść o polskiej transplantologii,Anna Mateja,"Mateja, Anna",,"=""8380493036""","=""9788380493032""",4,4.22,Czarne,Hardcover,180,2016,2016,2020/11/01,2022/07/21,home-library,home-library (#82),read,,,,1,0
36096111,Astrofizyka dla zabieganych,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Jeremi K. Ochab,"=""8365743531""","=""9788365743534""",5,4.08,Insignis,Hardcover,208,2017,2017,2020/11/01,2022/07/21,home-library,home-library (#81),read,,,,1,0
52376716,Dziewczyny od szyfrów. One pomogły wygrać II wojnę,Liza Mundy,"Mundy, Liza",,"=""8311153787""","=""9788311153783""",4,3.97,Bellona,Hardcover,448,2019,2017,2020/11/01,2022/07/21,home-library,home-library (#80),read,,,,1,0
52712625,Miedziaki,Colson Whitehead,"Whitehead, Colson",Robert Sudół,"=""8381256143""","=""9788381256148""",4,4.26,Albatros,Hardcover,288,2019,2019,2020/11/01,2022/07/21,home-library,home-library (#79),read,,,,1,0
53047740,"Young power! 30 historii o tym, jak młodzi zmieniają świat",Justyna Suchecka,"Suchecka, Justyna",,"=""8324052046""","=""9788324052042""",5,3.63,Znak,Hardcover,192,2020,2020,2020/11/01,2022/07/21,home-library,home-library (#78),read,,,,1,0
28453585,Pozytywna dyscyplina,Jane Nelsen,"Nelsen, Jane","Anna Czechowska, Anna Rosiak","=""8363860123""","=""9788363860127""",4,4.24,CoJaNaTo,Paperback,408,2015,1981,2020/10/01,2022/07/21,home-library,home-library (#77),read,,,,1,0
7667542,Opowieść podręcznej,Margaret Atwood,"Atwood, Margaret",Zofia Uhrynowska-Hanasz,"=""8324006664""","=""9788324006663""",3,4.14,Społeczny Instytut Wydawniczy Znak,Paperback,316,2006,1985,2020/10/01,2022/07/21,home-library,home-library (#76),read,,,,1,0
8467102,Portret Doriana Graya,Oscar Wilde,"Wilde, Oscar",Marek Król,"=""8498191890""","=""9788498191899""",4,4.12,Biblioteka Gazety Wyborczej,Hardcover,217,2005,1890,2020/10/01,2022/07/21,home-library,home-library (#75),read,,,,1,0
8062812,"Dzieci Diuny (Kroniki Diuny, #3)",Frank Herbert,"Herbert, Frank","Marek Marszał, Andrzej Jankowski, Wojciech Siudmak","=""8373017267""","=""9788373017269""",5,3.96,Rebis,Hardcover,530,2017,1976,2020/10/01,2022/07/21,home-library,home-library (#74),read,,,,1,0
12387695,Egzorcysta,William Peter Blatty,"Blatty, William Peter",,"=""832457638X""","=""9788324576388""",4,4.20,Książnica,Unknown Binding,0,2008,1971,2020/09/01,2022/07/21,home-library,home-library (#72),read,,,,1,0
13549240,Na wschód od Edenu,John Steinbeck,"Steinbeck, John",Bronisław Zieliński,"=""8376489860""","=""9788376489865""",5,4.41,Prószyński i S-ka,Paperback with flaps,848,2011,1952,2020/09/01,2022/07/04,home-library,home-library (#71),read,,,,1,0
7683425,Zabić drozda,Harper Lee,"Lee, Harper",Maciej Szymański,"=""8373015477""","=""9788373015470""",0,4.26,Rebis,Paperback,421,2008,1960,2020/09/01,2022/07/21,home-library,home-library (#70),read,,,,1,0
13008100,Światu nie mamy czego zazdrościć. Zwyczajne losy mieszkańców Korei Północnej,Barbara Demick,"Demick, Barbara",Agnieszka Nowakowska,"=""8375363138""","=""9788375363135""",5,4.44,Czarne,Paperback,368,2011,2009,2020/09/01,2022/07/21,home-library,home-library (#69),read,,,,1,0
29222982,Żeby nie było śladów. Sprawa Grzegorza Przemyka,Cezary Łazarewicz,"Łazarewicz, Cezary",,"=""838049234X""","=""9788380492349""",4,4.47,Czarne,Hardcover,320,2016,2016,2020/09/01,2022/07/21,home-library,home-library (#68),read,,,,1,0
54171107,Byk jak byk. Rzecz nie całkiem poważna o całkiem poważnych błędach językowych,Agnieszka Frączek,"Frączek, Agnieszka",Jona Jung,"=""8376725513""","=""9788376725512""",0,4.00,Literatura,Hardcover,56,2018,2018,2020/09/01,2022/07/21,home-library,home-library (#67),read,,,,1,0
54858575,Powrót z Bambuko,Katarzyna Nosowska,"Nosowska, Katarzyna",Izabela Kaczmarek-Szurek,"=""8380324862""","=""9788380324862""",4,3.79,Wielka Litera,Paperback,272,2020,2020,2020/09/01,2022/07/21,home-library,home-library (#66),read,,,,1,0
5261936,"Dzienniki gwiazdowe (Stanisław Lem. Dzieła, #1)",Stanisław Lem,"Lem, Stanisław","Wojciech Orliński, Jerzy Jarzębski","=""8375524018""","=""9788375524017""",5,4.24,Agora SA,Hardcover,384,2008,1971,2020/08/05,2022/07/05,home-library,home-library (#64),read,,,,1,0
13514969,Wichrowe Wzgórza,Emily Brontë,"Brontë, Emily",Hanna Pasierska,"=""8376486101""","=""9788376486109""",4,3.89,Prószyński i S-ka,Paperback,288,2009,1847,2020/08/01,2022/07/21,home-library,home-library (#63),read,,,,1,0
1812486,Władca much,William Golding,"Golding, William",,"=""830702269X""","=""""",3,3.69,Czytelnik,Paperback,223,1992,1954,2020/08/01,2022/07/21,home-library,home-library (#62),read,,,,1,0
46113908,Ukochane równanie profesora,Yōko Ogawa,"Ogawa, Yōko",Anna Horikoshi,"=""8395243324""","=""9788395243325""",4,4.05,Wydawnictwo Tajfuny,Paperback,192,2019,2003,2020/08/01,2022/07/21,home-library,home-library (#61),read,,,,1,0
1851890,Sto lat samotności,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8372009880""","=""9788373197732""",4,4.11,MUZA SA,Paperback,454,2004,1967,2020/08/01,2022/07/21,home-library,home-library (#60),read,,,,1,0
43607088,Borderline. Dwanaście podróży do Birmy,Grzegorz Stern,"Stern, Grzegorz",,"=""8380498283""","=""9788380498280""",4,3.67,Czarne,Hardcover,200,2019,2019,2020/08/01,2022/07/21,home-library,home-library (#59),read,,,,1,0
1876642,Zdążyć przed Panem Bogiem,Hanna Krall,"Krall, Hanna","Barbara Kryzan-Stanojević, Damir Agičić","=""8385568301""","=""9788385568308""",4,3.80,a5,Paperback,109,2001,1976,2020/07/01,2022/07/21,home-library,home-library (#58),read,,,,1,0
4789614,Nowy wspaniały świat,Aldous Huxley,"Huxley, Aldous",Bogdan Baran,"=""837495423X""","=""9788374954235""",3,3.99,Muza,Paperback,250,2008,1932,2020/07/01,2022/07/21,home-library,home-library (#57),read,,,,1,0
13417823,Źródło,Ayn Rand,"Rand, Ayn",,"=""8375061441""","=""9788375061444""",3,3.88,Zysk i S-ka,Paperback,816,2007,1943,2020/07/01,2022/07/21,home-library,home-library (#56),read,,,,1,0
7786220,"Mesjasz Diuny (Kroniki Diuny, #2)",Frank Herbert,"Herbert, Frank","Marek Marszał, Wojciech Siudmak","=""8373017259""","=""9788373017252""",4,3.89,Dom Wydawniczy Rebis,Hardcover,272,2010,1969,2020/07/01,2022/07/21,home-library,home-library (#55),read,,,,1,0
3013682,"Diuna (Kroniki Diuny, #1)",Frank Herbert,"Herbert, Frank","Marek Marszał, Wojciech Siudmak","=""""","=""9788373017238""",5,4.27,Dom Wydawniczy Rebis,Hardcover,672,2012,1965,2020/07/01,2022/07/21,home-library,home-library (#54),read,,,,1,0
39215270,Opowiadania bizarne,Olga Tokarczuk,"Tokarczuk, Olga",,"=""""","=""""",4,3.84,Wydawnictwo Literackie,Hardcover,256,2018,2008,2020/07/01,2022/07/21,home-library,home-library (#53),read,,,,1,0
53459344,Nadzieja,Olga Tokarczuk,"Tokarczuk, Olga","Hanna Krall, Wiesław Myśliwski, Ewa Lipska, Urszula Kozioł, Andrzej Stasiuk, Mariusz Szczygieł, Magdalena Grzebałkowska, Joanna Bator, Przemysław Truściński Trust, Jacek Dehnel, Wojciech Chmielarz, Małgorzata Rejmer, Sylwia Chutnik, Grażyna Plebanek, Ignacy Karpowicz, Mikołaj Grynberg, Łukasz Orbitowski, Ziemowit Szczerek, Magdalena Parys, Dominika Słowik, Katarzyna Boni, Jerzy Sosnowski, Julia Fiedorczuk, Filip Springer, Małgorzata Lebda, Krzysztof Varga, Natalia Fiedorczuk-Cieślak, Joanna Gierak-Onoszko, Paweł Piotr Reszka, Jarosław Mikołajewski, Aleksandra Zielińska, Waldemar Bawołek, Ilona Wiśniewska, Grzegorz Uzdański, Paweł Sajewicz, Agata Romaniuk, Jacek Napiórkowski, Grzegorz Bogdał, Andrzej Muszyński, Juliusz Strachota, Adam Wajrak","=""""","=""9788326833618""",3,3.52,Agora S.A.,ebook,488,2020,2020,2020/07/01,2022/07/21,home-library,home-library (#52),read,,,,1,0
33954380,Pani Dalloway,Virginia Woolf,"Woolf, Virginia",Krystyna Tarnowska,"=""8324043063""","=""9788324043064""",4,3.79,Społeczny Instytut Wydawniczy Znak,Hardcover,306,2016,1925,2020/06/01,2022/07/21,home-library,home-library (#51),read,,,,1,0
6961421,451 stopni Fahrenheita,Ray Bradbury,"Bradbury, Ray",Iwona Michałowska,"=""8375900117""","=""9788375900118""",3,3.97,Solaris,Paperback,219,2008,1953,2020/06/01,2022/07/21,home-library,home-library (#50),read,,,,1,0
11200031,"Niedziela, która zdarzyła się w środę",Mariusz Szczygieł,"Szczygieł, Mariusz",,"=""8375362492""","=""9788375362497""",4,4.03,Czarne,Paperback,256,2011,1996,2020/06/01,2022/07/21,home-library,home-library (#49),read,,,,1,0
40575735,Nad Zbruczem,Wiesław Helak,"Helak, Wiesław",,"=""8365350289""","=""9788365350282""",0,4.07,Arcana,Paperback,298,2018,,2020/05/01,2022/07/21,home-library,home-library (#48),read,,,,1,0
54123363,Matka Jagiellonów,Dorota Pająk-Puda,"Pająk-Puda, Dorota",,"=""8377795760""","=""9788377795767""",4,3.68,Wydawnictwo MG,Hardcover,350,2019,,2020/04/01,2022/07/21,home-library,home-library (#45),read,,,,1,0
13580647,Czarnobylska modlitwa. Kronika przyszłości,Svetlana Alexievich,"Alexievich, Svetlana","Swietłana Aleksijewicz, Jerzy Czech","=""8375363715""","=""9788375363715""",5,4.41,Czarne,Hardcover,288,2012,1997,2020/03/01,2022/07/21,home-library,home-library (#44),read,,,,1,0
7232473,Prowadź swój pług przez kości umarłych,Olga Tokarczuk,"Tokarczuk, Olga",,"=""""","=""""",4,3.96,Wydawnictwo Literackie,Paperback,320,2009,2009,2020/03/01,2022/07/21,home-library,home-library (#43),read,,,,1,0
32192073,Ślady,Jakub Małecki,"Małecki, Jakub",,"=""8379247019""","=""9788379247011""",5,3.97,Sine Qua Non,Paperback,297,2016,2016,2020/03/01,2022/07/21,home-library,home-library (#42),read,,,,1,0
16078150,"Ciemno, prawie noc",Joanna Bator,"Bator, Joanna",,"=""8377476282""","=""9788377476284""",5,3.85,Wydawnictwo W.A.B.,Hardcover,528,2012,2012,2020/02/15,2020/02/10,home-library,home-library (#41),read,,,,1,0
1876696,Medaliony,Zofia Nałkowska,"Nałkowska, Zofia",,"=""8372545774""","=""9788372545770""",5,4.00,Siedmioróg,Hardcover,64,2004,1946,2020/02/01,2022/07/21,home-library,home-library (#40),read,,,,1,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",5,3.99,Harcourt,Paperback,204,2002,1961,2020/02/01,2022/07/21,home-library,home-library (#39),read,,,,1,0
23199866,Księgi Jakubowe,Olga Tokarczuk,"Tokarczuk, Olga",,"=""""","=""""",5,4.03,Wydawnictwo Literackie,Hardcover,912,2014,2014,2020/02/01,2022/07/21,home-library,home-library (#38),read,,,,1,0
29351015,Polska odwraca oczy,Justyna Kopińska,"Kopińska, Justyna",,"=""8380314727""","=""9788380314726""",5,4.34,Świat Książki,Paperback,234,2016,2016,2020/02/01,2022/07/21,home-library,home-library (#37),read,,,,1,0
33497299,"Dobranoc, Auschwitz. Reportaż o byłych więźniach",Aleksandra Wójcik,"Wójcik, Aleksandra",Maciej Zdziarski,"=""8324041737""","=""9788324041732""",0,3.93,Społeczny Instytut Wydawniczy Znak,Hardcover,288,2016,2016,2020/02/01,2022/07/21,home-library,home-library (#36),read,,,,1,0
46268345,Fale,A.J. Dungo,"Dungo, A.J.",Marcin Wróbel,"=""8366335070""","=""9788366335073""",4,4.37,Marginesy,Paperback,376,2019,2019,2020/02/01,2022/07/21,home-library,home-library (#35),read,,,,1,0
42414413,Nie ma,Mariusz Szczygieł,"Szczygieł, Mariusz",,"=""8365970317""","=""9788365970312""",3,4.02,Dowody na Istnienie,Paperback,336,2018,2018,2020/02/01,2022/07/21,home-library,home-library (#34),read,,,,1,0
51332172,Horyzont,Jakub Małecki,"Małecki, Jakub",,"=""8381295432""","=""9788381295437""",4,4.34,Wydawnictwo SQN,Paperback,336,2019,2019,2020/02/01,2022/07/21,home-library,home-library (#33),read,,,,1,0
2010685,Bieguni,Olga Tokarczuk,"Tokarczuk, Olga",,"=""8308039863""","=""9788308039861""",4,3.76,Wydawnictwo Literackie,Paperback,456,2007,2007,2020/01/01,2022/07/21,home-library,home-library (#32),read,,,,1,0
1878026,Mistrz i Małgorzata,Mikhail Bulgakov,"Bulgakov, Mikhail",Michaił Bułhakow,"=""8374952288""","=""9788374952286""",4,4.29,Muza,Paperback,541,2007,1967,2020/01/01,2022/07/21,home-library,home-library (#31),read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",4,4.01,Norton,Paperback,488,1986,1897,2020/01/01,2022/07/21,home-library,home-library (#30),read,,,,1,0
36192058,Rdza,Jakub Małecki,"Małecki, Jakub",,"=""8365836254""","=""9788365836250""",5,4.22,Sine Qua Non,Paperback,288,2017,2017,2020/01/01,2022/07/21,home-library,home-library (#29),read,,,,1,0
8439868,Podróż na okręcie  Beagle,Charles Darwin,"Darwin, Charles",Szarski Kazimierz,"=""8373966633""","=""9788373966635""",4,4.03,Libron,Paperback,562,2008,1839,2019/12/01,2022/07/21,home-library,home-library (#28),read,,,,1,0
2189373,Traktat o łuskaniu fasoli,Wiesław Myśliwski,"Myśliwski, Wiesław",,"=""8324008918""","=""9788324008919""",4,4.31,Społeczny Instytut Wydawniczy Znak,Paperback,400,2006,2006,2019/12/01,2022/07/21,home-library,home-library (#27),read,,,,1,0
537613,Podróż ludzi Księgi,Olga Tokarczuk,"Tokarczuk, Olga",,"=""838702158X""","=""9788387021207""",4,3.70,Wydawnictwo W.A.B.,Hardcover,216,1998,1993,2019/11/01,2022/07/21,home-library,home-library (#26),read,,,,1,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,2019/07/01,2022/07/21,home-library,home-library (#25),read,,,,1,0
21387006,Znak czterech,Arthur Conan Doyle,"Doyle, Arthur Conan",Ewa Łozińska-Małkiewicz,"=""8389683741""","=""9788389683748""",0,3.90,Algo,Paperback,174,2013,1890,2019/07/01,2022/07/21,home-library,home-library (#24),read,,,,1,0
12149078,Książę,Niccolò Machiavelli,"Machiavelli, Niccolò",Czesław Nanke,"=""8389637146""","=""9788389637147""",0,3.84,Wydawnictwo ANTYK,Hardcover,96,2005,1513,2019/06/01,2022/07/21,home-library,home-library (#23),read,,,,1,0
17342729,Filozofia Kaizen. Jak mały krok może zmienić Twoje życie,Robert Maurer,"Maurer, Robert",Cezar Matkowski,"=""""","=""9788324666720""",5,4.01,One Press,ebook,168,2007,2009,2019/03/01,2022/08/26,home-library,home-library (#22),read,,,,1,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,4.01,Penguin Books,Paperback,267,2002,2001,2019/02/01,2022/07/21,home-library,home-library (#21),read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.36,Vintage,Paperback,512,2015,2011,2018/07/21,2022/07/21,home-library,home-library (#20),read,,,,1,0
18301549,Dom zbrodni,Agatha Christie,"Christie, Agatha","Anna Rojkowska, Agata Christie","=""8370237088""","=""9788370237080""",4,4.08,Wydawnictwo Dolnośląskie,Paperback,217,2001,1949,2018/01/01,2022/07/23,home-library,home-library (#19),read,,,,1,0
1837781,Krótka historia czasu,Stephen Hawking,"Hawking, Stephen",Piotr Amsterdamski,"=""""","=""9788371503085""",3,4.21,Zysk i S-ka,Paperback,180,1998,1988,2018/01/01,2022/07/23,home-library,home-library (#18),read,,,,1,0
125075,π: A Biography of the World's Most Mysterious Number,Alfred S. Posamentier,"Posamentier, Alfred S.",,"=""1591022002""","=""9781591022008""",4,3.50,Prometheus,Hardcover,373,2004,2004,2017/01/02,2022/07/23,home-library,home-library (#17),read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",5,4.21,Crown,Paperback,544,2004,2003,2016/10/19,2022/07/07,home-library,home-library (#15),read,,,,1,0
25742940,"House of Cards. Ograć króla (Francis Urquhart, #2)",Michael Dobbs,"Dobbs, Michael",Agnieszka Sobolewska,"=""8324035079""","=""9788324035076""",0,3.78,Społeczny Instytut Wydawniczy Znak,Paperback,400,2015,1992,2016/04/01,2022/07/23,home-library,home-library (#14),read,,,,1,0
41592787,House of Cards Bezwzgledna gra o wladze (Polish Edition),Michael Dobbs,"Dobbs, Michael",,"=""8324035656""","=""9788324035656""",0,3.59,Znak Literanova,Hardcover,528,2016,,2016/03/04,2022/07/23,home-library,home-library (#13),read,,,,1,0
9253814,Jak zdobyć przyjaciół i zjednać sobie ludzi,Dale Carnegie,"Carnegie, Dale",Paweł Cichawa,"=""8385881018""","=""9788385881018""",4,4.22,Studio Emka,Paperback,295,1981,1936,2016/01/01,2022/08/04,home-library,home-library (#12),read,,,,1,0
